Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms
clean_7RXE,pdb,4,9.99,0.537,19.718,-13.065,27.92,42.0
clean_8GEA,pdb,10,33.22,0.946,160.444,170.086,186.76,105.0
clean_5H19,pdb,6,37.39,0.958,19.904,22.102,24.588,78.0
clean_5J6A,pdb,8,12.57,0.655,-58.459,19.554,-14.984,33.0
clean_3D0I,pdb,34,30.94,0.937,25.986,32.778,60.856,106.0
clean_7E72,pdb,18,7.24,0.377,27.13,6.174,73.776,24.0
clean_2JAW,pdb,2,28.74,0.927,12.47,39.839,27.251,64.0
clean_3EYH,pdb,5,14.88,0.737,11.497,-13.751,-15.581,53.0
clean_5O33,pdb,2,12.07,0.638,-2.04,-14.174,28.202,52.0
clean_3D6D,pdb,8,50.01,0.98,17.208,63.003,13.027,125.0
clean_7NCJ,pdb,6,42.91,0.969,175.309,122.717,165.507,124.0
clean_8YU7,pdb,37,43.81,0.971,124.641,111.597,119.615,89.0
clean_6XS5,pdb,5,3.17,0.108,-10.992,-19.235,4.631,25.0
clean_2L34,pdb,0,,,,,,
clean_4UVZ,pdb,11,47.72,0.976,5.382,-19.524,14.301,123.0
clean_5U46,pdb,14,48.08,0.977,45.389,-40.783,106.573,98.0
clean_4M49,pdb,20,45.13,0.973,36.297,-12.877,19.305,102.0
clean_7YXT,pdb,23,56.83,0.985,11.423,24.084,-76.992,107.0
clean_8IJU,pdb,4,29.02,0.929,9.073,6.094,31.525,98.0
clean_5SJA,pdb,14,37.28,0.957,92.922,-4.294,13.994,53.0
clean_7QFO,pdb,5,22.73,0.883,5.961,16.769,31.445,59.0
clean_7Q4M,pdb,2,3.04,0.1,74.595,114.339,96.699,24.0
clean_3MVM,pdb,11,11.22,0.601,35.319,-2.857,74.09,45.0
clean_4R95,pdb,10,27.29,0.92,21.81,34.901,56.534,65.0
clean_7MYX,pdb,1,1.51,0.022,14.93,7.934,15.393,18.0
clean_7LC2,pdb,9,11.66,0.62,36.672,34.57,14.003,59.0
clean_9E8I,pdb,0,,,,,,
clean_2G0H,pdb,5,59.19,0.987,16.773,9.618,8.826,118.0
clean_5VV0,pdb,9,146.41,0.999,117.418,249.256,342.364,280.0
clean_2PH8,pdb,2,12.37,0.648,30.639,39.635,2.317,46.0
clean_4AHH,pdb,0,,,,,,
clean_5TYF,pdb,2,12.69,0.659,1.451,-1.841,-7.671,41.0
clean_5NTQ,pdb,10,44.65,0.972,10.295,-32.998,-8.045,65.0
clean_6N7C,pdb,7,19.08,0.834,4.008,-20.43,66.684,73.0
clean_6I3V,pdb,12,6.85,0.352,-49.889,58.117,-25.24,32.0
clean_3A4P,pdb,7,21.17,0.866,-19.728,-19.254,5.16,39.0
clean_3VD1,pdb,27,8.04,0.428,28.453,-1.923,17.576,42.0
clean_1YA5,pdb,4,4.3,0.178,29.975,22.34,22.21,26.0
clean_5M6U,pdb,24,27.18,0.919,30.33,16.138,47.683,52.0
clean_4P5E,pdb,6,15.92,0.765,14.025,-4.255,8.175,44.0
clean_7AFU,pdb,10,9.84,0.529,-21.081,17.497,4.586,46.0
clean_5T0K,pdb,13,12.78,0.662,-63.15,-16.488,0.947,48.0
clean_8B75,pdb,10,37.88,0.959,32.878,-0.85,11.656,86.0
clean_6A71,pdb,1,3.29,0.115,-19.897,-16.462,-13.409,24.0
clean_4AZM,pdb,2,25.22,0.905,36.553,14.842,-8.867,49.0
clean_3JZN,pdb,7,34.94,0.952,-0.758,-23.317,13.434,68.0
clean_4J8S,pdb,3,2.04,0.045,16.226,4.061,24.609,17.0
clean_1TIJ,pdb,5,2.96,0.096,122.829,67.962,122.292,17.0
clean_1YOJ,pdb,5,8.15,0.434,5.722,-6.287,-6.007,28.0
clean_8KCP,pdb,31,25.06,0.903,135.352,92.807,90.321,75.0
clean_5FMI,pdb,2,2.23,0.055,2.821,7.946,24.294,21.0
clean_4ZS2,pdb,2,21.05,0.865,174.361,7.906,25.622,56.0
clean_6UVA,pdb,33,59.59,0.987,105.048,109.506,146.542,121.0
clean_2HVD,pdb,4,12.39,0.649,-11.755,96.74,18.235,48.0
clean_7BTV,pdb,10,7.27,0.379,-0.729,4.192,29.896,37.0
clean_4BD9,pdb,6,11.91,0.631,65.755,-10.135,-15.196,25.0
clean_7K2L,pdb,14,13.14,0.675,6.262,27.672,34.14,53.0
clean_4ORY,pdb,19,102.92,0.996,3.254,-3.755,4.244,162.0
clean_1Q3W,pdb,15,19.1,0.834,19.028,-13.702,11.481,49.0
clean_1MX4,pdb,4,2.85,0.09,18.799,8.691,30.851,17.0
clean_6TRO,pdb,8,16.06,0.769,68.219,-23.526,-0.529,60.0
clean_3MGY,pdb,4,12.7,0.659,27.309,30.896,-3.923,49.0
clean_8QRN,pdb,96,26.07,0.91,243.809,198.978,319.225,95.0
clean_6U26,pdb,9,11.7,0.621,56.269,37.142,12.241,62.0
clean_3DKJ,pdb,7,76.22,0.993,7.673,-1.044,37.94,148.0
clean_7US7,pdb,27,73.9,0.992,15.874,-54.438,-75.043,157.0
clean_2MWY,pdb,4,6.91,0.356,17.176,10.627,-2.746,20.0
clean_7HG7,pdb,4,3.68,0.139,17.352,-16.244,-24.85,20.0
clean_4K1L,pdb,23,51.28,0.981,19.9,5.984,27.839,105.0
clean_3N7S,pdb,9,31.07,0.937,21.937,22.443,72.792,92.0
clean_1RKP,pdb,4,34.11,0.949,43.374,11.077,50.045,62.0
clean_2FIR,pdb,13,15.4,0.753,31.175,32.022,46.411,36.0
clean_1KVI,pdb,4,4.99,0.226,-3.001,0.554,2.473,21.0
clean_5O4Y,pdb,4,4.2,0.171,13.374,-3.048,3.461,34.0
clean_8R58,pdb,5,12.81,0.663,-25.826,8.23,-5.515,37.0
clean_3VLG,pdb,4,2.72,0.082,10.886,-28.148,-12.128,19.0
clean_5AEF,pdb,0,,,,,,
clean_7OWD,pdb,0,,,,,,
clean_7GAD,pdb,1,1.28,0.013,18.871,-21.816,0.161,16.0
clean_9II2,pdb,64,13.32,0.682,180.964,177.224,89.993,54.0
clean_6IZM,pdb,5,39.84,0.963,9.749,49.087,60.589,89.0
clean_6BD2,pdb,8,16.35,0.777,4.528,11.745,-19.183,54.0
clean_5T1W,pdb,4,29.24,0.93,16.819,-37.982,8.447,64.0
clean_7QX9,pdb,1,5.7,0.276,7.756,-9.06,25.123,29.0
clean_4JQW,pdb,1,2.48,0.068,9.143,-2.376,-11.223,25.0
clean_7LRK,pdb,3,9.94,0.534,-7.197,11.682,-31.048,40.0
clean_2QXG,pdb,12,10.1,0.544,32.168,-6.554,8.202,43.0
clean_4QTY,pdb,3,2.1,0.048,-10.995,-14.745,1.061,15.0
clean_1B56,pdb,1,40.01,0.963,47.538,24.031,29.343,64.0
clean_2LRR,pdb,1,2.23,0.054,27.963,-3.586,-24.508,15.0
clean_3SMK,pdb,2,6.47,0.327,21.353,-13.554,10.782,17.0
clean_5Q78,pdb,7,28.63,0.926,6.547,15.763,29.683,57.0
clean_1XV4,pdb,0,,,,,,
clean_5IA0,pdb,14,10.36,0.557,-1.555,32.497,-63.046,42.0
clean_3GFE,pdb,10,15.65,0.758,3.116,31.385,30.054,44.0
clean_6MNH,pdb,3,26.4,0.913,9.56,4.294,23.757,58.0
clean_6BCA,pdb,9,15.5,0.755,-12.081,29.729,75.113,55.0
clean_1C1Y,pdb,2,10.03,0.54,-1.066,26.499,28.205,44.0
clean_6SSO,pdb,3,13.07,0.673,12.211,-12.224,-13.456,40.0
clean_6ZEE,pdb,31,14.59,0.727,39.665,-123.104,42.113,29.0
clean_8WST,pdb,22,66.78,0.99,113.15,107.625,144.916,124.0
clean_7U2Z,pdb,14,18.03,0.813,-53.807,9.478,15.504,64.0
clean_1YLA,pdb,7,5.53,0.264,5.899,8.888,-13.314,31.0
clean_7R1Y,pdb,14,6.25,0.313,94.89,91.958,94.428,17.0
clean_5QOU,pdb,1,1.0,0.005,-36.43,19.05,88.893,14.0
clean_3UYT,pdb,12,12.42,0.65,26.599,38.64,-12.618,42.0
clean_7SAR,pdb,35,39.86,0.963,-33.352,-33.914,-0.326,47.0
clean_2KOE,pdb,1,3.13,0.106,29.047,2.501,0.343,23.0
clean_1XNJ,pdb,16,26.61,0.915,38.804,50.209,12.416,85.0
clean_2V1X,pdb,11,16.39,0.778,-7.982,50.022,25.919,56.0
clean_5Q3S,pdb,4,26.8,0.917,6.251,15.707,29.8,60.0
clean_5C38,pdb,3,16.51,0.78,-10.073,-11.649,4.427,37.0
clean_6XY5,pdb,3,8.32,0.443,21.033,20.342,2.899,26.0
clean_5HU1,pdb,10,25.38,0.906,21.859,10.162,22.876,77.0
clean_7AAG,pdb,16,58.37,0.986,-1.069,111.926,344.941,115.0
clean_4IBV,pdb,1,1.77,0.033,2.334,25.599,-4.202,17.0
clean_1RXD,pdb,4,21.31,0.868,-7.921,-10.066,33.134,72.0
clean_5IZ6,pdb,2,3.0,0.098,8.914,6.89,95.718,20.0
clean_5XFO,pdb,5,13.15,0.676,42.468,-3.539,0.787,69.0
clean_3PSR,pdb,2,6.3,0.316,12.296,19.921,24.273,37.0
clean_5PXP,pdb,6,6.31,0.317,21.875,19.602,22.444,32.0
clean_2PHA,pdb,7,25.8,0.909,23.854,-14.133,-40.12,34.0
clean_3BUG,pdb,3,13.12,0.675,-16.962,39.598,92.618,51.0
clean_1GAG,pdb,8,43.35,0.97,-26.554,28.489,9.552,78.0
clean_8FN9,pdb,15,4.24,0.174,-19.86,-42.588,70.977,18.0
clean_5AQP,pdb,10,28.28,0.924,144.866,15.525,165.386,86.0
clean_3BIS,pdb,3,4.46,0.189,-26.07,8.261,-26.577,31.0
clean_4J26,pdb,10,23.74,0.892,-4.316,18.819,-5.557,38.0
clean_6IPK,pdb,3,9.2,0.493,1.451,-35.914,-2.022,35.0
clean_5LI1,pdb,3,23.5,0.889,-20.162,-3.338,9.601,56.0
clean_6GMQ,pdb,20,5.12,0.235,35.15,26.17,19.963,28.0
clean_1N28,pdb,3,11.32,0.606,33.166,-3.114,13.648,30.0
clean_6DCB,pdb,4,17.05,0.794,45.173,48.923,43.444,63.0
clean_6JSZ,pdb,10,10.7,0.575,19.252,-4.542,-18.097,38.0
clean_5B3X,pdb,5,31.59,0.94,26.423,48.109,16.498,61.0
clean_3ROK,pdb,13,14.58,0.727,-5.795,5.868,54.453,50.0
clean_6PVS,pdb,13,30.17,0.934,-14.658,-53.127,-47.179,75.0
clean_2YDM,pdb,7,88.31,0.995,12.771,-9.831,-20.071,155.0
clean_6KZO,pdb,35,24.5,0.899,177.798,160.55,177.182,61.0
clean_1AN2,pdb,0,,,,,,
clean_8ALY,pdb,154,17.36,0.801,162.557,212.731,219.079,37.0
clean_5NI8,pdb,2,49.25,0.979,-26.599,5.905,-14.887,71.0
clean_7URD,pdb,12,60.74,0.988,110.841,109.149,109.24,124.0
clean_7V3R,pdb,5,27.09,0.918,9.817,-15.868,-28.781,73.0
clean_1QEW,pdb,7,31.36,0.938,21.201,-2.849,16.985,82.0
clean_6XRE,pdb,175,106.25,0.996,194.469,237.849,202.075,250.0
clean_6URR,pdb,1,0.83,0.003,36.588,10.196,25.969,12.0
clean_7RX7,pdb,6,21.11,0.865,-25.867,15.395,-15.427,49.0
clean_4X2F,pdb,8,16.34,0.777,17.13,69.35,5.594,43.0
clean_2VZI,pdb,0,,,,,,
pocket33_atm,pdb,0,,,,,,
clean_2F9B,pdb,11,10.29,0.552,37.349,4.104,35.755,41.0
clean_1DLR,pdb,3,33.43,0.947,29.214,12.066,1.673,101.0
clean_3UII,pdb,6,17.95,0.811,19.49,9.685,18.888,24.0
clean_2AAX,pdb,12,32.31,0.942,19.629,48.609,15.688,45.0
clean_2A1U,pdb,9,39.39,0.962,1.618,31.442,19.278,106.0
clean_7W14,pdb,33,15.0,0.741,19.79,117.808,9.434,42.0
clean_4A1G,pdb,21,10.15,0.546,13.918,-18.879,6.032,50.0
clean_5A1P,pdb,8,62.44,0.988,-19.44,21.236,9.984,119.0
clean_1H4R,pdb,12,30.44,0.934,43.377,32.112,28.429,80.0
clean_5U69,pdb,7,36.76,0.956,-0.805,-23.41,13.556,65.0
clean_4EKL,pdb,4,28.0,0.923,27.263,1.81,11.868,79.0
clean_4FYS,pdb,15,26.53,0.915,104.868,10.111,24.291,99.0
clean_5MK3,pdb,30,6.26,0.314,-32.853,12.367,-72.057,27.0
clean_8Q2L,pdb,3,12.4,0.649,134.061,114.727,170.925,56.0
clean_7P67,pdb,23,38.68,0.96,181.982,210.885,202.175,73.0
clean_6SM8,pdb,5,13.32,0.682,15.536,4.42,0.157,47.0
clean_7Y8Q,pdb,5,9.57,0.515,71.096,76.08,55.126,40.0
clean_6FUZ,pdb,4,2.44,0.066,24.035,17.78,22.043,26.0
clean_4L7B,pdb,9,19.83,0.845,-4.013,4.157,-29.329,85.0
clean_7OWC,pdb,4,4.94,0.223,34.769,0.974,12.564,28.0
clean_3B0R,pdb,8,37.31,0.958,-36.28,-7.466,-38.248,125.0
clean_6X21,pdb,5,24.01,0.895,24.264,-0.214,-10.366,35.0
clean_6C7I,pdb,25,60.65,0.988,34.872,-33.03,-39.364,85.0
clean_5YVA,pdb,1,9.62,0.518,-1.655,-8.323,26.422,45.0
clean_2A41,pdb,7,33.28,0.946,-4.463,22.569,71.69,86.0
clean_5YX2,pdb,13,9.52,0.512,24.721,-42.6,-12.263,26.0
clean_8DL8,pdb,18,14.56,0.726,106.709,108.412,95.713,67.0
clean_2X8E,pdb,3,6.81,0.349,5.759,-3.845,17.934,28.0
clean_4AY6,pdb,34,53.39,0.983,129.247,-30.026,33.861,136.0
clean_8WE1,pdb,19,8.88,0.476,104.194,92.158,164.815,26.0
clean_2Q80,pdb,31,36.54,0.956,-38.192,-18.159,-51.406,83.0
clean_7LEL,pdb,10,25.25,0.905,-29.919,3.239,-59.613,79.0
clean_3L5F,pdb,10,29.93,0.933,21.927,10.566,22.105,65.0
clean_6WIE,pdb,5,17.32,0.8,4.196,-1.825,-9.643,68.0
clean_1TKI,pdb,14,9.74,0.523,18.554,35.638,22.382,42.0
clean_5QQG,pdb,2,8.26,0.44,2.994,14.255,27.708,35.0
clean_7KT8,pdb,2,10.08,0.543,1.623,-1.727,-7.457,41.0
clean_7ZHP,pdb,4,6.14,0.305,46.805,30.3,-15.432,26.0
clean_9COS,pdb,0,,,,,,
clean_6KB4,pdb,7,70.11,0.991,9.1,6.527,-5.923,88.0
clean_5PZC,pdb,6,7.39,0.387,22.128,19.608,22.563,29.0
clean_1RO6,pdb,9,43.57,0.97,18.117,114.415,28.685,73.0
clean_5WY9,pdb,1,47.89,0.977,16.623,4.292,-13.683,71.0
clean_4EEO,pdb,13,35.28,0.953,53.779,42.395,72.567,65.0
clean_7K4I,pdb,21,30.34,0.934,-29.759,54.752,8.93,106.0
clean_5SF3,pdb,14,37.52,0.958,-36.6,44.036,-14.182,79.0
clean_6OB6,pdb,15,61.04,0.988,11.181,-4.967,31.942,95.0
clean_2MJ1,pdb,0,,,,,,
clean_8OMJ,pdb,7,39.73,0.963,-4.642,7.211,18.978,104.0
clean_7VG7,pdb,17,29.34,0.931,28.884,-24.827,-8.529,63.0
clean_2BEC,pdb,4,1.6,0.025,9.43,5.012,35.556,16.0
clean_5V05,pdb,4,15.74,0.761,-10.819,36.568,-2.418,51.0
clean_7GAA,pdb,0,,,,,,
clean_5OGJ,pdb,8,27.04,0.918,-37.817,-35.779,24.137,35.0
clean_4Y89,pdb,1,1.48,0.021,4.026,9.149,22.407,19.0
clean_2YIT,pdb,3,9.4,0.505,46.848,-14.729,-12.338,55.0
clean_3DA6,pdb,3,11.57,0.616,-20.332,11.458,-32.684,54.0
clean_7ZLY,pdb,8,34.49,0.95,21.865,67.929,105.329,87.0
clean_3N1O,pdb,9,14.8,0.735,-2.901,-51.733,32.605,43.0
clean_4WTX,pdb,0,,,,,,
clean_6IPM,pdb,4,13.11,0.674,250.114,338.596,99.326,50.0
clean_4MQA,pdb,7,3.62,0.135,22.651,-13.515,-36.825,22.0
clean_5K38,pdb,6,46.81,0.975,26.432,62.507,0.951,62.0
clean_6SIO,pdb,4,9.43,0.507,-19.035,-13.399,10.511,29.0
clean_3B1M,pdb,4,47.88,0.977,10.109,49.203,56.836,98.0
clean_7LK3,pdb,4,2.92,0.093,-13.424,10.55,4.675,26.0
clean_3O4S,pdb,5,9.38,0.504,-20.586,24.11,-9.915,27.0
clean_7T1L,pdb,2,8.15,0.434,-24.66,-5.761,-2.458,51.0
clean_5YXB,pdb,3,57.28,0.985,-38.217,15.458,-23.264,74.0
clean_5QRY,pdb,0,,,,,,
clean_1QYM,pdb,2,3.66,0.138,41.707,60.095,32.22,18.0
clean_2DPX,pdb,3,10.47,0.563,16.133,2.193,27.343,39.0
clean_5SHH,pdb,12,45.12,0.973,92.746,-4.503,14.425,64.0
clean_6MQL,pdb,3,4.66,0.203,100.368,37.397,0.913,20.0
clean_6ODG,pdb,0,,,,,,
clean_3SP6,pdb,4,52.06,0.982,4.242,2.459,31.452,96.0
clean_7NMX,pdb,4,12.69,0.659,-21.151,-16.869,6.51,57.0
clean_3FJE,pdb,4,3.34,0.118,23.173,20.854,49.0,19.0
clean_2CHW,pdb,15,26.41,0.913,43.529,-2.222,19.601,84.0
clean_3JYJ,pdb,2,13.22,0.678,-0.276,30.851,23.886,33.0
clean_5QCR,pdb,8,10.5,0.564,10.598,-42.384,48.064,40.0
clean_3QZW,pdb,19,23.53,0.89,-4.236,-1.345,1.018,79.0
clean_4L7G,pdb,2,18.74,0.829,14.599,-6.113,16.485,54.0
clean_8BTQ,pdb,3,18.79,0.83,-18.268,-15.415,7.318,58.0
clean_6L4G,pdb,9,6.92,0.357,-12.639,-24.462,46.336,29.0
clean_4YUD,pdb,0,,,,,,
clean_7VVG,pdb,4,10.33,0.555,-30.346,33.249,32.526,43.0
clean_3LPY,pdb,3,3.04,0.1,3.438,18.262,10.311,26.0
clean_7L9I,pdb,17,30.01,0.933,23.922,-6.358,-44.292,54.0
clean_3IKR,pdb,7,21.08,0.865,30.352,18.074,7.931,32.0
clean_4ZSH,pdb,4,34.4,0.95,61.788,45.9,31.976,47.0
clean_1Y2J,pdb,14,45.94,0.973,4.777,1.895,42.803,58.0
clean_5E8X,pdb,7,17.83,0.809,-12.223,-16.078,9.307,45.0
clean_7ORE,pdb,3,8.43,0.45,4.912,25.001,32.416,41.0
clean_5SJX,pdb,12,42.77,0.969,31.101,4.77,-14.532,79.0
clean_1RO9,pdb,7,40.01,0.963,34.617,71.625,21.545,59.0
clean_7PG5,pdb,33,13.8,0.7,-8.406,-25.84,20.312,44.0
clean_3TPR,pdb,4,14.05,0.709,69.885,48.12,5.512,59.0
clean_7B4H,pdb,3,2.32,0.06,161.563,-22.052,55.377,21.0
clean_5ETF,pdb,4,4.93,0.222,47.767,-7.607,16.495,29.0
clean_7V1Y,pdb,25,24.8,0.901,143.124,115.249,146.058,59.0
clean_3ET7,pdb,3,10.96,0.588,25.511,66.584,21.401,53.0
clean_8XGU,pdb,22,34.47,0.95,144.82,148.956,158.471,101.0
clean_5CYO,pdb,7,20.44,0.855,18.876,-7.651,11.636,65.0
clean_2OAG,pdb,60,18.75,0.829,-10.729,-5.162,59.426,39.0
clean_7SFG,pdb,10,19.38,0.838,-7.331,19.55,28.922,59.0
clean_4WYU,pdb,6,2.05,0.046,1.606,-17.207,227.814,12.0
clean_2A8B,pdb,2,9.88,0.531,20.786,18.727,9.684,32.0
clean_3HO0,pdb,7,57.22,0.985,17.214,63.353,13.648,137.0
clean_3HNG,pdb,6,10.67,0.573,8.184,24.143,29.258,41.0
clean_1BOY,pdb,0,,,,,,
clean_8J76,pdb,12,25.59,0.908,119.082,110.765,99.006,72.0
clean_5GHJ,pdb,5,61.34,0.988,11.658,-0.176,-15.546,147.0
clean_7AHJ,pdb,5,39.62,0.962,18.753,2.151,14.246,106.0
clean_5HVB,pdb,2,35.22,0.952,-4.436,-19.374,-3.536,87.0
clean_4IBT,pdb,18,7.12,0.37,37.636,2.792,34.057,30.0
clean_6CNX,pdb,19,13.62,0.693,27.665,1.046,15.047,55.0
clean_3SLA,pdb,7,3.18,0.109,14.818,55.348,-26.545,22.0
clean_6OOB,pdb,6,39.11,0.961,-16.941,-25.41,-8.936,59.0
clean_3U9N,pdb,3,9.95,0.535,11.264,-2.455,8.955,46.0
clean_8XL2,pdb,85,21.05,0.865,244.69,267.621,102.764,51.0
pocket24_atm,pdb,0,,,,,,
clean_5SK7,pdb,12,37.01,0.956,56.079,-9.598,14.693,61.0
clean_6Y4K,pdb,6,4.41,0.186,82.864,-93.76,-9.498,20.0
clean_4I4F,pdb,3,25.64,0.908,-11.488,2.622,-17.434,93.0
clean_2BRS,pdb,3,2.18,0.052,44.181,47.977,38.368,19.0
clean_4X1V,pdb,0,,,,,,
clean_8ORY,pdb,1,1.16,0.009,-19.454,6.332,6.217,5.0
clean_6UXP,pdb,7,47.81,0.977,7.442,-18.46,-49.708,171.0
clean_8Q99,pdb,7,16.5,0.78,133.494,164.714,172.602,29.0
clean_5RZW,pdb,4,13.23,0.678,5.81,-1.195,-18.804,57.0
clean_5JHN,pdb,9,11.56,0.616,49.648,6.561,42.865,54.0
clean_3GC9,pdb,6,14.63,0.729,26.941,-9.535,34.479,55.0
clean_6STI,pdb,4,52.46,0.982,-18.604,-3.505,-30.27,74.0
clean_6XRM,pdb,16,22.87,0.884,-24.637,-0.38,-31.99,58.0
clean_9EQK,pdb,27,17.52,0.804,21.296,11.541,-16.003,77.0
clean_5ZA1,pdb,8,48.1,0.977,-8.51,31.906,-4.015,72.0
clean_4K80,pdb,4,36.29,0.955,13.26,27.957,53.731,49.0
clean_5YJ8,pdb,2,1.45,0.019,-6.609,11.653,3.511,15.0
clean_8J70,pdb,0,,,,,,
clean_3LBJ,pdb,1,5.16,0.238,16.723,-5.526,6.085,23.0
clean_3L4U,pdb,15,18.83,0.831,-1.918,-18.051,-20.494,31.0
clean_8JFK,pdb,225,42.31,0.968,268.901,243.043,278.25,103.0
clean_8ATI,pdb,20,28.12,0.923,7.011,12.843,-16.975,79.0
clean_6XFP,pdb,5,19.08,0.834,-6.455,18.432,13.792,55.0
clean_6MCP,pdb,28,13.58,0.692,84.738,44.69,57.396,49.0
clean_2Q3E,pdb,67,41.74,0.967,-54.092,-27.065,-19.862,124.0
clean_6ANL,pdb,5,11.98,0.634,18.888,5.611,-2.928,32.0
clean_8QFX,pdb,52,59.57,0.987,24.559,-69.878,67.125,88.0
clean_6FJD,pdb,1,6.48,0.327,-15.637,-16.356,-5.952,36.0
clean_6K3F,pdb,67,40.2,0.964,42.89,57.31,77.521,120.0
clean_5HP2,pdb,8,44.02,0.971,-21.97,-49.946,6.625,78.0
clean_7KXT,pdb,12,22.22,0.879,-4.64,-8.823,-41.311,67.0
clean_7VFU,pdb,60,57.2,0.985,165.927,163.911,174.628,126.0
clean_5FUC,pdb,9,9.21,0.493,-29.512,27.36,42.818,51.0
clean_2OMV,pdb,7,14.05,0.709,2.069,58.851,86.241,45.0
clean_6VQN,pdb,4,9.7,0.521,27.317,-43.445,-0.312,65.0
clean_6BDT,pdb,16,7.38,0.386,10.889,-7.233,34.564,42.0
clean_3QCA,pdb,6,5.03,0.229,23.307,41.323,7.151,44.0
clean_5KW1,pdb,6,2.29,0.058,0.117,5.646,-17.43,22.0
clean_3ET2,pdb,14,50.43,0.98,30.484,8.134,59.324,100.0
clean_1RV6,pdb,9,5.62,0.27,31.378,39.857,19.661,23.0
clean_5MAI,pdb,6,7.3,0.381,-10.478,-16.942,9.437,31.0
clean_5Z1E,pdb,3,7.47,0.393,12.7,9.039,16.876,35.0
clean_3SXD,pdb,3,3.84,0.149,-12.543,-13.559,-3.245,19.0
clean_3WV6,pdb,11,32.49,0.943,42.319,10.666,45.442,84.0
clean_5Q20,pdb,7,29.69,0.932,6.465,15.966,30.267,59.0
clean_4EJI,pdb,5,65.89,0.99,58.658,-24.795,24.509,117.0
clean_4RRV,pdb,5,22.79,0.883,-18.456,1.814,-7.139,62.0
clean_5A7B,pdb,10,4.43,0.187,123.53,78.554,-18.462,35.0
clean_8DSE,pdb,9,78.67,0.993,-22.769,-8.475,37.853,148.0
clean_3DZJ,pdb,11,10.67,0.573,18.698,6.277,-26.828,39.0
clean_3PTZ,pdb,24,46.75,0.975,4.488,15.437,18.26,127.0
clean_4P44,pdb,7,47.02,0.975,21.115,45.561,42.606,84.0
clean_4HLW,pdb,3,22.63,0.882,26.758,1.308,4.979,36.0
clean_7K15,pdb,8,48.28,0.977,2.061,-9.558,20.181,99.0
clean_2K04,pdb,5,7.29,0.38,-10.003,0.723,-1.034,43.0
clean_7UHG,pdb,70,30.34,0.934,164.156,151.04,160.101,63.0
clean_9E4V,pdb,5,11.75,0.624,3.43,0.732,23.436,41.0
clean_7FYD,pdb,1,38.97,0.961,-15.286,8.503,-8.393,64.0
clean_8AN8,pdb,6,15.91,0.765,-29.107,-6.714,22.178,36.0
clean_4TNR,pdb,57,32.59,0.944,-40.441,5.562,58.542,121.0
clean_4XMB,pdb,7,23.02,0.885,0.625,1.768,-20.612,80.0
clean_4IDQ,pdb,29,57.29,0.985,-31.854,-35.659,-47.17,152.0
clean_5NRA,pdb,5,48.45,0.978,94.185,31.156,23.625,120.0
clean_5QCX,pdb,15,12.45,0.651,31.404,5.281,14.64,43.0
clean_6VF3,pdb,4,12.17,0.641,3.11,-2.981,-9.241,49.0
clean_4RHW,pdb,7,24.57,0.899,-16.171,-6.951,-0.33,41.0
clean_3SNI,pdb,9,39.71,0.963,18.62,-9.941,-35.09,66.0
clean_5SIR,pdb,13,35.69,0.954,17.638,38.632,-14.046,63.0
clean_5QSD,pdb,2,1.07,0.007,-9.012,-41.945,-3.51,19.0
clean_3F7G,pdb,4,43.1,0.969,-20.039,73.343,8.218,116.0
clean_2B3G,pdb,3,2.27,0.057,12.303,14.519,6.626,21.0
clean_2VCQ,pdb,19,23.56,0.89,-1.871,-25.322,-6.573,66.0
clean_5Q9N,pdb,7,27.79,0.922,6.528,15.889,29.951,59.0
clean_4PWN,pdb,1,10.2,0.548,9.745,9.378,14.625,39.0
clean_6C5A,pdb,32,32.43,0.943,98.628,74.913,407.536,93.0
clean_4BA9,pdb,6,4.81,0.214,5.252,20.888,162.762,40.0
clean_4P1R,pdb,10,43.19,0.969,28.129,-74.13,-25.214,79.0
clean_6SH6,pdb,12,12.38,0.649,23.45,-27.425,9.296,51.0
clean_2BUB,pdb,31,13.27,0.68,48.102,49.659,36.772,39.0
clean_6E51,pdb,1,6.73,0.343,72.06,77.904,2.855,23.0
clean_2DU8,pdb,21,39.32,0.962,41.236,72.855,13.912,111.0
clean_9GLQ,pdb,1,1.71,0.03,12.56,18.037,25.569,18.0
clean_5HLW,pdb,5,17.11,0.796,18.78,-10.528,57.947,36.0
clean_7X6Y,pdb,1,2.74,0.083,8.457,-20.505,3.866,16.0
clean_6ISN,pdb,8,16.54,0.78,15.998,-8.574,-25.101,71.0
clean_6CFU,pdb,1,14.66,0.73,23.95,-19.79,-17.589,42.0
clean_4XUE,pdb,2,18.89,0.832,3.188,2.1,-34.492,86.0
clean_8A62,pdb,3,10.07,0.542,-16.523,-14.258,11.458,35.0
clean_7WIC,pdb,13,37.0,0.956,89.323,73.406,81.869,102.0
clean_6M2C,pdb,9,10.17,0.547,-3.941,-17.016,23.116,60.0
clean_6MQ9,pdb,22,21.59,0.872,-68.205,-22.434,15.954,54.0
clean_5ETA,pdb,8,9.24,0.495,13.906,17.258,9.249,22.0
clean_2XU7,pdb,13,17.23,0.799,-31.411,-13.496,-35.219,59.0
clean_6U8V,pdb,12,8.68,0.464,82.033,-24.937,22.706,19.0
